"","file","reference","doi_url","key_facts_paragraph"
"11","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/1-s2.0-S1470160X2030981X-main.pdf","Alemu I, J.B., Richards, D.R., Gaw, L.Y.-F., Masoudi, M., Nathan, Y., Friess, D.A. (2021). Identifying spatial patterns and interactions among multiple ecosystem services in an urban mangrove landscape. Ecological Indicators, 121, 107042.","https://doi.org/10.1016/j.ecolind.2020.107042","As urbanisation pressures on ecosystems are set to increase, trade-offs between ecosystem services are also likely to increase. Management strategies that minimise trade-offs and promote sustainable development to optimise ecosystem multi-functionality are therefore needed. This study proposes and tests a multi-functional landscape approach to ecosystem service assessments using Singapore as a case study, focusing on five ecosystem services: water and air pollution control, global climate, local temperature, and recreational potential services. Results show clear heterogeneity in the capacity of mangroves to supply different ecosystem services, with larger mangrove patches generally supporting greater amounts of supply. Overall, 24% of the mangrove landscape supported aggregations of at least one, two, or three ecosystem services, but only <1% supported overlapping aggregations of all five services. Ecosystem services co-varied to produce trade-offs and synergies, with bundling largely driven by regulating services. Areas of ecosystem service synergy and hotspot overlap represent possible priority areas for future conservation or management, highlighting potential losses from significant degradation. The study area consists of mangroves on the main island of Singapore, approximately 3.23 km2, mainly located along the sheltered northwest and northeast coasts. The mangrove forests are diverse, with 35 true mangrove species recorded, and have been significantly impacted by urbanisation. The framework used in this study aims to provide a tool for assessing urban mangroves that complements existing conservation and legislative frameworks. It systematically assesses multiple ecosystem services and their spatial relationships, which is critical for urban planning and decision-making. Ecosystem services were categorized according to the Common International Classification of Ecosystem Services framework, including regulating and maintenance services and cultural services. The study quantified services using various indicators and methods, including satellite imagery and field data. The results indicate that larger mangrove patches tend to have higher ecosystem service supply, while smaller patches can still provide significant services. The study emphasizes the importance of understanding the spatial distribution of ecosystem services for effective management. Trade-offs were observed between recreational potential and regulating services, suggesting that areas with high recreational value may not provide optimal conditions for other ecosystem services. Conversely, synergies were found among regulating services, indicating that management strategies could enhance multiple services simultaneously. The findings highlight the need for integrated management approaches that consider the complex relationships between ecosystem services, particularly in urban environments where trade-offs are common. The study concludes that a multi-functional landscape approach can inform decision-making for sustainable urban development, emphasizing the importance of preserving and restoring mangrove ecosystems to maintain their ecological functions and services."
"12","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/1-s2.0-S1470160X21006579-main.pdf","Shaikh Fairul Edros Ahmad Shaikh, Sin Ching See, Daniel Richards, Richard N. Belcher, Adrienne Grêt-Regamey, Marcelo Galleguillos Torres, L. Roman Carrasco, Accounting for spatial autocorrelation is needed to avoid misidentifying trade-offs and bundles among ecosystem services, Ecological Indicators, 2021, 129, 107992.","https://doi.org/10.1016/j.ecolind.2021.107992","The identification of relationships between multiple ecosystem services (ES) is essential for ES management. However, these relationships may be affected by spatial autocorrelation, which is a statistical bias due to ES observations being related across space. This study assesses the implications of not accounting for spatial autocorrelation when determining ES relationships using four ES found in Singapore. We quantify the ES relationships using correlation, regression, and principal component analysis (PCA). The results show that accounting for spatial autocorrelation leads to fewer statistically significant ES relationships, particularly at finer resolutions, with correlations showing 33.3% less significant relationships and regressions showing 50% less. Different ES were bundled when accounting for spatial autocorrelation in PCA, suggesting that failing to account for it may misidentify ES trade-offs, synergies, and bundles. The study recommends that future ES relationship studies consider spatial autocorrelation in their analyses. Ecosystem services can interact in three main ways: trade-offs, where an increase in one ES leads to a decrease in another; synergies, where multiple ES increase or decrease together; and bundles, where ES are repeatedly found together in space and time. Accurate identification of these relationships is crucial for effective ecosystem management. The study area, Singapore, has a diverse land cover, with significant portions consisting of built-up urban areas and managed vegetation due to urban greening policies. The data used for analysis included raster layers on four ES indicators: animal and plant photo occurrences, hedonic pricing, and biomass carbon. To prepare the data for statistical analyses, square sampling grids of three different resolutions were created. The study found that spatial autocorrelation generally increases at higher spatial resolutions, affecting the robustness of statistical analyses and potentially leading to spurious relationships. The study employed Pearson's correlation, ordinary least squares regression, and PCA to analyze ES relationships, comparing results with methods that account for spatial autocorrelation. The modified t-test, generalized least squares regression, and spatial PCA were used as alternatives that consider spatial autocorrelation. Results indicated that accounting for spatial autocorrelation significantly reduced the number of significant relationships identified in correlation and regression analyses. For instance, at 200 m resolution, the number of significant relationships dropped from 83.3% to 33.3% when spatial correlation structures were included. In multivariate analyses, the bundling patterns differed when accounting for spatial autocorrelation, with MULTISPATI capturing more variance than ordinary PCA. This suggests that accounting for spatial autocorrelation leads to more stable bundling outcomes across scales. The study highlights the importance of accounting for spatial autocorrelation in ES relationship assessments to avoid misidentification and misallocation of resources in ecosystem management. It calls for future studies to incorporate spatial autocorrelation to improve the accuracy of ES relationship analyses."
"13","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/1-s2.0-S161886671730523X-main.pdf","Xiao Ping Song, Puay Yok Tan, Peter Edwards, Daniel Richards. The economic benefits and costs of trees in urban forest stewardship: A systematic review. Urban Forestry & Urban Greening 29 (2018) 162–170.","https://doi.org/10.1016/j.ufug.2017.11.017","Understanding the benefits provided by urban trees is important to justify investment and improve stewardship. This systematic review examines the methods used to jointly analyze the costs and benefits of trees in the urban landscape, assesses the relative balance of benefits and costs, and attempts to understand the wide variation in economic values assigned in different studies. The benefits most frequently studied are those related to environmental regulation and property values, and the available data show that these usually outweigh the costs. Aesthetic, amenity, and shading benefits have also been shown to provide significant economic benefits, while benefits in terms of water regulation, carbon reduction, and air quality are usually more modest. Variation in benefits and costs among studies is attributed largely to differences in the species composition and age structure of urban tree populations, though methodological differences also play a role. The overwhelming majority of studies concern deciduous trees in Northern America, and much less is known about urban forests in other regions, especially in the tropics. The methods used to value the benefits and costs of trees vary greatly depending on the purpose of valuation, which can range from real estate assessment to damage claims evaluation. Most studies valued urban trees using benefit-cost analysis (BCA), allowing cumulative benefits to be calculated and used in decision-making. The systematic review followed the procedures recommended in the PRISMA statement. An initial screening of the literature was performed within five databases, and the final dataset consists of 34 original research papers published between 1992 and 2016. Most of the 34 studies on the benefits and costs of urban trees were performed in North America, and most conclusions were presented at the city level. The scope of the assessments focused mainly on planted trees, with only three analyzing natural stands or remnant trees. The majority of studies assessed street trees, followed by those in green spaces and private gardens. The tree species assessed were mostly broadleaf deciduous trees, reflecting the geographical distribution of the study sites. Most studies presented a snapshot of benefits and costs of established trees for a single year, and even those that considered a longer period were of short duration relative to the lifespan of most trees. The average annual economic benefit per tree ranged from $0.34 to $13.38 for carbon reduction. Of the 26 papers that analyzed the benefit-cost ratio (BCR) or net present value of urban trees, the benefits outweighed costs in 22 studies. The mean annual benefit and cost per tree were $44.34 and $37.40, respectively. The studies reviewed were heavily biased towards North America, which is unsurprising given that researchers within the USDA Forest Service have been active in developing the methodology. Future research could explore the interactions between trees and other hydrological processes such as evapotranspiration, drought tolerance, and water purification."
"14","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/1-s2.0-S1618866718307222-main.pdf","Ngo, K. M., Hosaka, T., & Numata, S. (2019). The influence of childhood nature experience on attitudes and tolerance towards problem-causing animals in Singapore. Urban Forestry & Urban Greening, 41, 150–157.","https://doi.org/10.1016/j.ufug.2019.04.003","Low vegetation cover in cities results in urbanites generally receiving less exposure to nature compared to people living in rural areas. Childhood experiences in a city tend to be less nature-oriented, leading to a detachment from nature in adulthood. This study investigates the relationships between childhood nature experience and attitudes towards wildlife in Singapore. A survey was conducted on 1004 Singapore residents about their attitudes and tolerance towards three types of wildlife commonly encountered in Singapore. Structured equation models (SEMs) were used to model the relationship between childhood experience, attitudes towards wildlife, and tolerance levels in scenarios of increasing damage severity to humans. Most respondents reported low childhood nature experience and had neutral or negative attitudes towards all three types of wildlife. Childhood experience was the strongest predictor of wildlife attitude, which varied with age, gender, education level, and type of wildlife. Attitude towards wildlife was the strongest predictor of tolerance in all scenarios, while tolerance decreased with increasing severity of damage. The findings highlight the importance of childhood nature experience in shaping adult perceptions of wildlife and their willingness to coexist with wildlife. Singapore is a highly urbanized city that has developed rapidly, with more than 99% of the original forest cover cleared. The remaining forest cover is predominantly secondary growth, and urban wildlife species are those that can withstand disturbed habitats. The study found that childhood nature experience has a positive effect on attitudes and tolerance towards problem-causing animals. Low levels of childhood nature experience correlated with negative attitudes and low tolerance. The survey revealed that 55.3% of respondents seldom or never played in natural environments during childhood. Only 15.5% reported frequent visits to and play in natural environments. Attitudes towards macaques were more positive than for snakes and hornets. Female respondents had significantly more negative attitudes towards the three animals compared to males. Tolerance was generally low for all animals, with most respondents choosing animal translocation as the most acceptable management solution. The python was the least tolerable of the three animals in all scenarios. The SEMs showed that attitude was the strongest predictor of tolerance in all scenarios except one, where age was the strongest predictor. Experience had a positive effect on attitude towards macaques and hornets. The study suggests that older respondents had higher intolerance and dislike towards wildlife, which may be due to their upbringing in crowded living conditions with limited nature experience. Males exhibited more positive attitudes and tolerance for problem-causing wildlife than females, indicating that inter-gender differences in wildlife attitudes are common across cultures. The findings suggest that the low affinity to nature among Singapore residents is reflected in their high urbanization and sedentary lifestyles, leading to reduced human-nature interactions. The study emphasizes the need for proper planning and education to help residents appreciate and coexist with wildlife, especially as urban development continues to encroach on natural habitats. The government has initiated programs to engage Singaporeans with nature, but the ongoing development projects may lead to a net loss of wildlife habitats. The study contributes to understanding the relationship between childhood nature experience and wildlife attitudes in an urban context, highlighting the importance of fostering connections with nature from a young age. Future research should focus on longitudinal studies to track changes in attitudes and experiences with nature over time, particularly in urban environments. The results indicate that fostering childhood nature experiences can lead to more positive attitudes and tolerance towards wildlife, which is crucial for effective wildlife management. The study calls for a reevaluation of urban green spaces to enhance biodiversity and promote positive human-wildlife interactions."
"15","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/1-s2.0-S1618866719304613-main.pdf","Richards DR, Fung TK, Belcher RN, Edwards PJ. Differential air temperature cooling performance of urban vegetation types in the tropics. Urban Forestry & Urban Greening. 2020;50:126651.","https://doi.org/10.1016/j.ufug.2020.126651","The urban heat island effect causes cities to be warmer than surrounding rural areas, particularly in hot, humid climates. This study investigates the cooling effects of five vegetation types in Singapore: grass, shrub, managed trees, managed trees over shrub, and secondary forest. Ambient air temperatures were monitored over 18 months at 88 locations, with generalised additive modelling revealing significant temperature reductions associated with increasing cover of managed trees, managed trees over shrubs, and secondary forest, with secondary forest having the greatest cooling effect. The study highlights that not all types of urban vegetation are equally effective in reducing temperatures. Secondary forests can significantly ameliorate urban temperatures, suggesting the need for public education to improve perceptions of such vegetation. Air temperatures in urban areas can be up to 7 °C higher than in rural areas, with the urban heat island effect being particularly damaging in tropical regions due to high temperatures and humidity. The cooling effect of vegetation is attributed to processes such as evapotranspiration and shading, which reduce the input of radiative energy into the urban canopy layer. The study area was Singapore, selected for its tropical climate and diverse urban vegetation types. A stratified random sample of grid squares was used to place temperature sensors under different vegetation types. Temperature data collection involved testing two designs of iButton sensors, with the simpler design ultimately adopted for the main study. Sensors were placed in a way to avoid direct sunlight and public disturbance. The vegetation cover was recorded within a 10 by 10 m quadrat around each sensor, distinguishing five vegetation types based on origin and vertical structure: grass, shrub, managed tree canopy, managed tree canopy over shrub, and secondary forest. Statistical modelling of temperature was performed using a generalised additive model, which showed that increasing cover of tree canopy, tree canopy over shrub, and secondary forest were associated with significant reductions in temperature. The study found that secondary forest was associated with the largest temperature reduction of -1.7 °C, followed by tree canopy over shrub (-0.9 °C) and tree canopy (-0.6 °C). The cooling effect of vegetation was found to be smaller at night, likely due to reduced transpiration and air circulation, which can retain hot air in urban canyons. The research emphasizes the importance of planning urban vegetation to mitigate the urban heat island effect, focusing on increasing the cover of managed woody vegetation and secondary forests. Public preferences and land usage constraints may limit the ability to increase vegetation cover, particularly for secondary forests, which may be perceived negatively. The study suggests that educational campaigns could help improve public acceptance of secondary forests and their cooling benefits. The iButton sensors provided a cost-effective method for measuring temperatures across multiple locations, with results closely correlating with data from local weather stations. The findings indicate that urban greening strategies should consider the varying cooling capacities of different vegetation types to effectively reduce local air temperatures. The study concludes that urban planners should prioritize the integration of complex vegetation structures, such as secondary forests, to enhance cooling effects in tropical cities."
"16","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/1-s2.0-S1618866720306440-main.pdf","Wanggi Jaung, L. Roman Carrasco, Shaikh Fairul Edros Ahmad Shaikh, Puay Yok Tan, Daniel R. Richards. Temperature and air pollution reductions by urban green spaces are highly valued in a tropical city-state. Urban Forestry & Urban Greening, 55, 126827, 2020.","https://doi.org/10.1016/j.ufug.2020.126827","Urban neighborhood green spaces provide essential ecosystem services for sustainable cities. This study examines public preferences for these services in Singapore through a discrete choice experiment, revealing a preference for temperature reduction (1, 2, or 3 °C), air pollution reduction (20 or 40%), and nature education, while noise abatement and biodiversity increases were less favored. The study highlights that residents living near parks preferred new green spaces, whereas those near nature areas did not. This indicates diverse public preferences for ecosystem services, particularly in the context of Singapore's urban heat island effect and air pollution, which are significant environmental concerns. Urban green spaces can directly impact residents' well-being by providing cooling effects and improving air quality. The study's findings suggest that understanding public preferences is crucial for integrating ecosystem services into urban planning and design. The choice experiment involved seven attributes related to potential ecosystem services, including air pollution changes, temperature reduction, noise abatement, biodiversity conservation, community programs, walking distance, and maintenance fees. The study aimed to assess how these attributes influence public preferences for urban green spaces. The results indicated that temperature reduction and air pollution improvements were highly valued, reflecting public concern over Singapore's hot and humid climate and transboundary haze issues. The study also found that preferences for noise reduction and biodiversity increases were not statistically significant despite being rated as important. Participants expressed a strong preference for shorter walking distances to green spaces and for nature education programs, suggesting that accessibility and educational opportunities enhance the appeal of urban green spaces. The study's limitations include a focus on only five ecosystem services and a limited range of biodiversity indicators. Future research could explore additional ecosystem services and broader biodiversity metrics to better understand public preferences. The findings underscore the importance of considering public preferences in urban green space management, particularly in tropical cities facing unique environmental challenges. Effective planning can help maximize the benefits of urban green spaces while addressing public concerns."
"17","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/1-s2.0-S1618866722000188-main.pdf","Dell’Anna, F., Bravi, M., & Bottero, M. (2022). Urban Green infrastructures: How much did they affect property prices in Singapore? Urban Forestry & Urban Greening, 68, 127475.","https://doi.org/10.1016/j.ufug.2022.127475","In 2015, the United Nations outlined 17 Sustainable Development Goals, with Objective 11.7 focusing on universal access to safe and inclusive green spaces. This study explores the economic value of Singapore's Urban Green Infrastructures (UGIs) by examining their impact on property prices using the Hedonic Pricing Method (HPM). The HPM was integrated with Geographic Information System (GIS) to spatially analyze housing units and measure distances to various green spaces. Results indicated a positive correlation between property values and proximity to natural green areas, city parks, and regional parks. The annual benefits of UGIs for households within 800 meters were estimated at approximately 10.3 million USD for nature areas, 59.7 million USD for city parks, and 74 million USD for regional parks. Park connectors and neighborhood parks showed minimal impact on property values. The study utilized various econometric models, including Geographically Weighted Regression (GWR) and Spatial Error Models (SEM), to account for spatial dependence in property transactions. The findings suggest that proximity to UGIs significantly influences property prices in Singapore. The analysis revealed that Singaporeans value city parks the most, with a significant willingness to pay for proximity to these areas. The study highlights the importance of UGIs in urban planning and their role in enhancing property values and community well-being."
"18","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/1-s2.0-S2210670721006430-main.pdf","Song, S., Lim, M. S., Richards, D. R., & Tan, H. T. W. (2022). Utilization of the food provisioning service of urban community gardens: Current status, contributors and their social acceptance in Singapore. Sustainable Cities and Society, 76, 103368.","https://doi.org/10.1016/j.scs.2021.103368","Community gardens (CGs) are urban green infrastructures that can enhance food security. This study investigates how the biophysical characteristics of CGs, gardener profiles, and gardening practices influence the utilization of their food provisioning services in Singapore, through interviews with 36 CG leaders and surveys of 337 non-gardener residents. The results indicate that gardener profiles correlate strongly with the utilization of food provisioning services, including the proportion of food crops grown, sharing tendencies with non-gardeners, and perceived self-sufficiency levels. Despite 75% of species in CGs being edible, 60% of gardeners lack confidence in their gardens as food sources due to space and manpower constraints. Non-gardener residents in neighborhoods with older CGs tend to have more positive perceptions of the produce. The study suggests that urban planners can enhance food self-sufficiency by promoting sustainable practices in CGs. CGs serve as community spaces where residents can interact and share gardening knowledge, potentially improving dietary diversity during food shortages. However, many gardeners prioritize social interactions over food production, with only 33% joining for food provision. In Singapore, CGs are often small and temporary due to land scarcity, with many located in high-rise public housing areas. The study highlights the need for better integration of CGs into urban planning to enhance their food production capabilities. The research methodology included semi-structured interviews and surveys, focusing on gardener motivations, plant choices, and community perceptions of CG produce. The findings reveal that education level and the number of gardeners per area positively influence food production and sharing tendencies. The study found that 69% of CGs share produce with non-gardeners, with 22% selling their harvest. However, only 25% of CG leaders believe their gardens produce enough food for all gardeners, indicating a gap in perceived versus actual food production. Residents generally view CG produce positively, with 80% willing to purchase it, citing reasons like freshness and organic quality. However, 41% perceive CG produce as inferior to commercial options, highlighting concerns about safety and quality. The study concludes that while CGs have the potential to contribute to food security in Singapore, challenges such as manpower shortages and limited space hinder their effectiveness. Government support and long-term planning are essential for enhancing CG sustainability. Engaging younger generations in community gardening is crucial for future sustainability. The study suggests that government initiatives could help foster interest and participation in CGs, ultimately improving local food systems."
"19","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/1-s2.0-S2212041617301559-main.pdf","Richards, D.R., & Tunçer, B. (2018). Using image recognition to automate assessment of cultural ecosystem services from social media photographs. Ecosystem Services, 31, 318–325.","https://doi.org/10.1016/j.ecoser.2017.09.004","This study develops a novel method for automating content analysis of social media photographs for ecosystem services assessment. The approach applies an online machine learning algorithm – Google Cloud Vision – to analyze over 20,000 photographs from Singapore, and uses hierarchical clustering to group these photographs. Over 20% of photographs were taken of nature, being of animals or plants. The distribution of nature photographs was concentrated around particular natural attractions, and nature photographs were more likely to occur in parks and areas of high vegetation cover. The method provides an indicator of cultural ecosystem services that can be applied rapidly over large areas. Automated assessment and mapping of cultural ecosystem services could be used to inform urban planning. Cultural ecosystem services are the non-material benefits that nature can provide, including recreational, spiritual, and heritage values. Quantifying these services has traditionally been a time-consuming process, but social media data can help map cultural ecosystem services. The study used Flickr to extract geo-tagged photographs across Singapore, employing a grid of 165 locations. A random subset of 25,000 photographs was analyzed using image recognition, with a maximum of five keywords returned for each image. Hierarchical clustering was applied to categorize photographs into seven groups: transport, plant, animal, food, people, sports, and landscape/miscellaneous. The accuracy of the classification was assessed by comparison with manual classification. The probability of occurrence of plant and animal photographs was modeled using maximum entropy modeling (MaxEnt), with high AUC scores indicating good predictive accuracy. The models showed that photograph occurrence was influenced by distance from outdoor attractions and vegetation cover. The overall accuracy of the photograph classification was 85%, with the lowest accuracy in the landscape and miscellaneous category. The study highlights the potential of automated content analysis for large-scale ecosystem service assessments. Nature photographs were clustered around key locations, indicating that popular recreational sites attract more photography. The study suggests that automated methods can efficiently quantify public interest in nature. The automated approach to image classification is cost-effective compared to manual classification, allowing for rapid assessment of cultural ecosystem services over large areas. However, it may not capture the full context of photographs without additional qualitative data."
"20","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/1-s2.0-S2212041620301352-main.pdf","Richards, D.R., Law, A., Tan, C.S.Y., Shaikh, S.F.E.A., Carrasco, L.R., Jaung, W., Oh, R.R.Y. (2020). Rapid urbanisation in Singapore causes a shift from local provisioning and regulating to cultural ecosystem services use. Ecosystem Services, 46, 101193.","https://doi.org/10.1016/j.ecoser.2020.101193","Ecosystem services are essential for human life, providing food, fuel, and regulating environmental conditions. Urbanisation significantly alters the use of these services, as seen in Singapore, which has rapidly urbanised over the past 70 years. This study analyzed childhood memories to quantify changes in 11 ecosystem services. The research involved semi-structured interviews comparing two respondent groups: those born before 1960 and those born between 1989 and 1999. The findings revealed that pre-1960 respondents relied more on local provisioning and regulating services, while the younger group utilized more cultural services. Urbanisation has led to a decrease in reliance on local ecosystems for raw materials, with a corresponding increase in appreciation for cultural benefits. This shift necessitates adaptive management of ecosystem services to account for changing supply and demand. Singapore's urbanisation has resulted in significant environmental changes, including habitat loss and biodiversity decline. The population grew from 1 million in 1950 to over 5 million by 2010, leading to a shift from agriculture to manufacturing and service industries. The study utilized unconventional data sources, such as childhood memories, to reconstruct historical ecosystem service use. This approach highlights the importance of personal experiences in understanding changes in ecosystem services over time. The analysis revealed that pre-1960 respondents reported higher use of naturally-supplied drinking water, natural building materials, and domestic animals for provisioning. In contrast, the 1989-1999 group reported higher engagement in cultural services, such as keeping pets and learning nature-related stories. The results indicate a decline in the use of locally-provided provisioning and regulating services, consistent with the theory that urbanisation reduces direct reliance on local ecosystems. This trend reflects broader changes in lifestyle and consumption patterns. The study's findings suggest that urbanisation decouples the extraction of natural resources from consumption locations, leading to a reliance on imported goods. This shift has implications for future ecosystem service management and urban planning. The research also identified bundles of ecosystem services used by different age groups, with pre-1960 respondents associated with provisioning and regulating services, while the younger group was linked to cultural services. The findings underscore the need for adaptive management strategies that consider historical ecosystem service use and anticipate future changes in demand and supply. This approach is crucial for sustainable urban development. The study contributes to the understanding of how urbanisation impacts human relationships with nature, providing insights that may be applicable to other rapidly urbanising regions globally. The research highlights the importance of integrating historical data into ecosystem service management to inform future policies and practices. This can help address challenges related to urbanisation and environmental sustainability. The study's methodology, which included face-to-face interviews and open-ended questions, aimed to minimize recall bias and capture a wide range of experiences related to ecosystem service use. The demographic analysis showed significant differences between the two respondent groups, including variations in ethnicity and living conditions, which may influence perceptions of ecosystem services. The research emphasizes the role of cultural ecosystem services in urban environments, suggesting that increased appreciation for these services may arise from reduced direct interactions with nature. The findings indicate that urban residents may seek alternative connections to nature through cultural practices, such as storytelling and recreational activities, reflecting a shift in how people engage with their environment. The study concludes that understanding historical ecosystem service use is essential for effective management and planning in urban contexts, as it provides insights into changing societal values and needs. The implications of this research extend beyond Singapore, offering valuable lessons for other cities facing similar challenges related to urbanisation and ecosystem service management."
"21","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/1-s2.0-S2212041620301534-main (1).pdf","Leong, R.A.T., Fung, T.K., Sachidhanandam, U., Drillet, Z., Edwards, P.J., Richards, D.R. (2020). Use of structural equation modeling to explore influences on perceptions of ecosystem services and disservices attributed to birds in Singapore. Ecosystem Services, 46, 101211.","https://doi.org/10.1016/j.ecoser.2020.101211","Urban birds provide important ecosystem services but are also associated with disservices. This study investigates how awareness of birds, knowledge of species, and nature relatedness influence perceptions of these services and disservices among Singapore residents. A questionnaire survey was conducted with 1000 Singapore residents, utilizing structural equation modeling to analyze the relationships between socio-demographics, nature-related experiences, and perceptions of ecosystem services and disservices. Despite low awareness and knowledge of birds, respondents generally expressed positive perceptions and few concerns regarding disservices. Perceptions of regulation and maintenance services were positively related to bird knowledge. Cultural services perceptions were positively influenced by bird awareness and nature relatedness, while stronger nature relatedness decreased associations with bird disservices. Understanding citizens' perceptions is crucial for effective ecosystem services management. The study highlights three personal factors influencing wildlife perceptions: awareness, knowledge, and nature relatedness. Awareness refers to noticing wildlife, while knowledge involves identifying species, and nature relatedness reflects emotional connections to nature. Singapore is a highly urbanized city-state with significant green spaces, supporting a high biodiversity of 403 bird species. The survey aimed to quantify personal factors and perceptions of urban bird ecosystem services and disservices. The online survey was conducted from September 4 to 15, 2018, and included demographic questions, nature-related activities, and assessments of bird awareness and knowledge. Ethical approval was obtained from ETH Zürich. Bird awareness was measured by asking respondents which of 11 selected bird species they had seen, while bird knowledge was assessed through species identification. Nature relatedness was evaluated using a 21-item scale. The results indicated low bird awareness (mean proportion of 0.337) and knowledge (mean proportion of 0.0895) among respondents. The average nature relatedness score was 3.32, indicating a moderate connection to nature. Respondents showed a preference for birds providing regulation and maintenance services over cultural services. Positive perceptions were linked to bird awareness and nature relatedness, while knowledge primarily influenced regulation services. The study found that frequent engagement in nature-related activities, such as watching documentaries and gardening, positively impacted bird awareness and knowledge. However, previous ecology study experience was negatively associated with nature relatedness. The findings suggest that public education and outreach campaigns could enhance bird knowledge and awareness, fostering positive perceptions of ecosystem services and reducing concerns about disservices. The research contributes to understanding urban biodiversity perceptions, particularly in tropical contexts, and emphasizes the need for integrated approaches to wildlife management in urban settings. Limitations include underrepresentation of older respondents, suggesting future studies should incorporate diverse demographic groups to capture a broader range of perceptions. The study calls for further research on species-specific perceptions and the application of the awareness, knowledge, and nature relatedness framework to other ecosystems and taxonomic groups. Overall, the research underscores the importance of emotional connections to nature in shaping perceptions of ecosystem services and disservices provided by urban birds."
"22","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/1-s2.0-S2212041620301534-main.pdf","Leong, R.A.T., Fung, T.K., Sachidhanandam, U., Drillet, Z., Edwards, P.J., Richards, D.R. (2020). Use of structural equation modeling to explore influences on perceptions of ecosystem services and disservices attributed to birds in Singapore. Ecosystem Services, 46, 101211.","https://doi.org/10.1016/j.ecoser.2020.101211","Urban birds provide important ecosystem services, such as pest control and pollination, but can also cause disservices like property damage and noise. This study investigates how awareness of birds, knowledge of species, and nature relatedness influence perceptions of these services and disservices among urban residents in Singapore. A questionnaire survey was conducted with 1000 Singapore residents, utilizing structural equation modeling to analyze the relationships between socio-demographics, nature-related experiences, and perceptions of ecosystem services and disservices. Despite low awareness and knowledge of birds, respondents generally had positive perceptions and expressed few concerns about disservices. Bird knowledge positively correlated with perceptions of regulation and maintenance services, while cultural services were influenced by bird awareness and nature relatedness. The study highlights the importance of understanding public perceptions for effective ecosystem services management and suggests that increasing bird knowledge and awareness through education and outreach could enhance positive interactions with urban birds. The research identifies three personal factors—awareness, knowledge, and nature relatedness—that significantly impact perceptions of ecosystem services and disservices, emphasizing the need for public education to foster a connection with nature. Singapore, a highly urbanized tropical city-state, has a diverse bird population supported by green spaces, which occupy 47% of its land area. The study aims to quantify perceptions of urban bird ecosystem services and disservices. The survey included questions on socio-demographic parameters, nature-related activities, and perceptions of ecosystem services and disservices, using a five-point Likert scale for responses. Results indicated that higher engagement in nature-related activities, such as watching documentaries and gardening, was associated with increased bird awareness and knowledge. The mean bird awareness score was 0.337, while the mean bird knowledge score was 0.0895, indicating a general lack of familiarity with local bird species among respondents. Nature relatedness scores averaged 3.32, suggesting a moderate connection to nature among participants, which positively influenced perceptions of ecosystem services. Respondents expressed stronger agreement with statements regarding the aesthetic and educational values of birds compared to their contributions to spiritual well-being. The study found that perceptions of ecosystem services were more positive than those of disservices, with noise and defecation being the most commonly cited concerns. Structural equation modeling revealed that nature relatedness had the greatest impact on perceptions of ecosystem services and disservices, highlighting the importance of emotional connections to nature. The findings suggest that enhancing public awareness and knowledge of urban birds could lead to more positive perceptions and support for conservation efforts. The research contributes to understanding urban biodiversity perceptions, particularly in tropical contexts, and emphasizes the need for tailored educational initiatives. Limitations include underrepresentation of older respondents, suggesting future studies should incorporate diverse demographic groups for a more comprehensive understanding. The study calls for further research to explore the nuances of public perceptions regarding specific bird species and their associated ecosystem services and disservices. Overall, the research underscores the significance of fostering a connection with nature to enhance public support for biodiversity conservation in urban settings."
